country,NV.AGR.TOTL.ZS,NV.IND.TOTL.ZS,NY.GNP.PCAP.CD,IT.NET.USER.ZS,SH.IMM.IDPT,SH.STA.MMRT,SH.XPD.CHEX.GD.ZS,SP.DYN.IMRT.IN,SP.DYN.LE00.IN,SP.DYN.TFRT.IN,IT.NET.SECR.P6,SP.URB.TOTL.IN.ZS,SL.EMP.VULN.ZS,SP.POP.DPND,SP.POP.GROW,EN.ATM.PM25.MC.M3,EN.GHG.ALL.PC.CE.AR5
Liberia,5.879200819661147,23.3467448747153,6.565264970035361,31.22410011,83,6.4425401664681985,13.00574875,4.152613470346076,62.163,3.95,2.228345434833435,54.997863482224,77.3953609348577,76.2870435714976,2.20390696065654,2.885796267682125,-0.21901611299875653
Libya,1.3301420831258968,78.8995280792827,8.725832056527565,82.10469818,73,4.07753744390572,7.80515862,2.791165107812717,69.339,2.355,4.720655086941077,87.8647197919848,22.2704702682594,48.8966237042016,1.12674309223491,2.9964566476870886,2.5958242258046402
St. Lucia,1.1201183731046778,9.95387929726613,9.42867236629317,67.44390106,74,3.784189633918261,4.7298274,2.772588722239781,72.697,1.379,6.555060467494725,29.0976313248036,23.9216658403569,37.3031797573827,0.281512532799571,2.3442934983557957,0.9295609112325672
Sri Lanka,2.8360398097642388,25.6710307504815,8.174702882469461,51.2,99,2.8903717578961645,3.68313766,1.667706820558076,77.483,1.974,6.178712612468375,20.1455348442463,39.2992566916584,51.745033375023,-0.651320770103285,3.1215730180183274,0.46790836496715926
Lesotho,2.58097828323619,28.522771885001,7.138866999945524,48.98590088,90,6.169610732491456,12.61182117,4.067315889834181,57.375,2.694,4.489991617763118,42.6781596804785,32.8582414269078,63.2665285082422,1.10328678263994,3.274801512249991,0.2841186904322224
Lithuania,1.580253357280876,24.4986518894236,10.140928408551162,88.50287484,90,2.0794415416798357,7.31801939,1.0647107369924282,77.290243902439,1.18,11.481432690109818,68.575454583199,10.7859209223594,53.2410196696624,1.40084461829591,2.374489388357902,2.0166989044102333
Luxembourg,0.4327250314403767,9.28618931365795,11.390531816756162,99.34785707,99,2.3978952727983707,5.78777981,0.6418538861723947,83.309756097561,1.25,11.010075791363017,94.8015300320787,6.85390678809214,44.7725431159019,2.02002574712319,2.0055122083711305,2.4666521235662437
Latvia,1.9832909000409344,20.1348662975065,9.95227771670556,92.18791291,98,2.9444389791664403,7.27783823,0.8754687373538999,75.4268292682927,1.36,10.16904294929283,68.358631634306093,8.27463018952545,58.7910304708067,0.22997050070229,2.565884797184995,1.826174650527928
Morocco,3.3363414669374145,25.3229740167851,8.237479288613633,91,97,4.248495242049359,6.06396198,2.72785282839839,75.313,2.23,6.341434798477116,62.673750838878,36.1537678510381,51.1965827591372,1.02195181223548,2.929627239909281,1.0554497458505212
Moldova,2.6616815145516584,17.687867818777,8.740336742730447,76.50330353,87,2.9444389791664403,6.7359705,2.7013612129514133,71.198,1.731,9.352346269702124,43.0011825561523,58.4945696961615,55.2962072281666,-2.84274212689094,2.7043829280731972,1.5560979567418252
Madagascar,4.714152859301393,23.1235899500024,6.234410725718371,18.24080086,65,6.09807428216624,3.42822957,3.7773481021015445,63.632,3.972,3.0992982539184286,31.9799438860946,84.7910373194925,75.1537300734546,2.46201530433165,2.516613269743945,0.1350142361518364
Maldives,2.254294933296309,9.64044735636074,9.31739944426959,84.552902220000007,98,3.4657359027997265,9.24973583,1.6094379124341003,81.041,1.575,7.120975115362159,41.5096832933973,17.4796859290093,32.264975533215,0.359585188904548,2.4125527007294263,1.3348623723228337
Mexico,1.9610450239560666,32.4707165626052,9.39182824802156,81.18318755,85,3.7376696182833684,5.50398684,2.517696472610991,75.069,1.91,6.021308032869456,79.4734935748046,26.1101792283655,49.0415538480472,0.872178517508623,2.8100025982550405,1.664838453386501
Marshall Islands,4.34987373554124,11.6729924242424,8.982184278838428,64.07589722,85,5.043425116919247,13.40528965,3.152736022363656,66.945,2.919,5.040398867301941,78.3593928884282,34.0405849000298,64.169133192389,-3.16867227675357,1.4113763637994003,-2.2728215197883608
North Macedonia,2.4961744125240326,24.0124323129383,8.979668554241181,88.5,86,1.0986122886681098,7.42730284,1.0986122886681098,75.3160975609756,1.5,7.5272317359206236,62.2518322545779,9.93863251143773,52.8340697087164,-0.212923714310977,3.082447204750714,1.7548128381049126
Mali,5.601319934343136,26.8809778070534,6.917705609835305,36.03879929,75,5.905361848054571,3.81316996,3.8979240810486444,60.439,5.614,2.642753439245811,31.0031889023235,76.4497311446465,95.5627428168982,2.97400537620334,3.570209792096932,0.6734554472753289
Malta,0.21081951818098366,11.0677282459092,10.483466034990435,92.07266941,98,2.0794415416798357,8.84301376,1.5686159179138452,83.3560975609756,1.06,8.481189387406376,95.6272277147965,10.261356435023,49.1465329757208,3.99255876861009,2.380352998353189,1.392701685886724
Myanmar,4.766784133201985,37.5929250362669,7.106606137727303,60.25230026,71,5.220355825078324,4.45748425,3.520460802488973,66.889,2.115,3.0043074335383815,30.3820718069466,62.8150740990455,46.2092542209052,0.698879396261223,3.5572470705333012,0.7812450482907057
Montenegro,1.9414539324081064,12.7498868945047,9.355306142226368,88.5515976,81,1.791759469228055,9.6549921,0.6931471805599453,77.5878048780488,1.74,7.70581542193721,65.4731667624849,14.9459877422762,55.7603675124215,-0.00994290846928265,2.9153164846254374,1.9144894321001331
Mongolia,3.1496988448072685,39.5354090088486,8.490849216076635,83.74320221,96,3.713572066704308,6.07207489,2.4336133554004498,72.1224390243902,2.7,7.764162249994337,70.4464492797852,39.2935505593375,60.0027669535657,1.3708886685104,3.75400422780261,3.2929055356361188
Mozambique,5.036250490590772,21.5320629009049,6.29156913955832,19.94560051,70,4.59511985013459,8.50126553,3.8044377947482086,63.611,4.763,3.6137256005135105,35.7149783148407,83.9721727715252,90.5547175254326,2.95358093047219,2.618977274772541,0.020098049447572257
Mauritania,4.377397360376631,30.9364727932156,7.668561108015897,44.95629883,90,5.942799375126701,4.34333467,3.4372078191851885,68.484,4.697,3.545139228714455,59.7142464747058,53.8401728108733,86.0514074690377,2.96653079197429,3.839482391659058,1.2299869931955523
Mauritius,2.003160718113357,17.8391234046561,9.435881047890113,79.5,96,4.189654742026425,5.56544495,2.624668592163159,73.4121951219512,1.4,7.820317440077004,39.0039901092226,15.5717369644636,39.0159696460938,-1.1051534726941,2.643410829335122,1.6221490291326965
Malawi,5.373023395516531,19.2940863985344,6.429719478039138,17.98810346,91,5.41610040220442,6.53459597,3.648057459593681,67.353,3.648,3.320415547841905,16.9748746665356,60.0058962741485,78.280606285515,2.57135708610945,2.816674991308354,-0.13964879745610737
Malaysia,2.7866304601207927,37.5648573322214,9.367344120785848,97.69272633,95,3.258096538021482,3.95760036,1.9315214116032138,76.657,1.55,8.99745896255407,76.4434752105739,22.1461272529112,42.3268043029121,1.23402869169549,2.764116322814945,2.204272000185656
Namibia,2.7582383303365337,30.6216880290967,8.368693183097793,63.69549942,83,4.9344739331306915,9.48251629,3.6454498961866,67.385,3.212,5.9647551168913715,49.9545837830821,30.4900323026183,69.1003275178326,2.50947899094054,2.655022129165052,1.5449276271396155
Niger,6.632351691248911,17.4144203773581,6.461468176353717,12.98079967,85,5.857933154483459,4.04895782,4.203198967134183,61.183,6.061,1.5560551231268223,17.7506873295237,84.2026758255113,98.164041724651,3.29489175812772,4.177923923866864,0.42645638458081947
Nigeria,5.264816357603549,19.1302382466487,7.859413154693583,40.06399918,67,6.900730664045173,4.19086456,4.249922794040544,54.462,4.482,3.8628117250430374,62.1746763155343,66.9627274265273,80.2464063402127,2.09838916935738,4.185716982293191,0.3935529282723037
Nicaragua,3.9151712436619808,27.2011978140009,7.7664168980196555,60.30120087,89,4.0943445622221,8.29879284,2.4849066497880004,74.947,2.218,4.639226140518122,59.1250953674316,39.3262430869109,52.8658369386387,1.37167812196347,3.016420975497009,1.0219951410769499
Netherlands,1.3234396208390016,18.1639849428596,11.043721515895058,97.00680272,92,1.3862943611198906,9.83150005,1.2237754316221157,81.8634146341464,1.43,12.180564398358062,95.3221682092129,13.4632313382952,54.6264908553262,0.990139686700227,2.1503162328633714,2.12369728271328
Norway,1.2822499999323689,37.8853738660679,11.531158233231288,99.00000258,96,0,9.42925453,0.6931471805599453,83.0121951219512,1.4,10.537814364980063,83.0718560702166,4.26317646729594,53.9423382909882,1.13831142739624,1.70863340621289,2.3074826742485333
Nepal,4.615052882893781,11.9717042539656,7.265429723253953,45.80680084,94,4.955827057601261,6.15843678,3.139832617527748,70.354,1.984,6.465535078749804,66.5432933453944,77.5335496980225,54.0220133747515,-0.0700958873206174,3.9740648567637566,0.34946203343252663
Naoero,4.34987373554124,11.2569231735681,10.015476054484175,83.03970337,99,5.60947179518496,18.21076012,2.1041341542702074,62.109,3.331,6.042757841495532,100,33.4217455543969,69.0872846361954,0.625107627709329,1.5766211103285082,-2.1379631132994943
New Zealand,2.0021306781716675,19.4354288178018,10.809121704221754,93.32610321,88,1.9459101490553132,10.12947655,1.410986973710262,81.7585365853659,1.57,9.85186019425828,83.8898991461229,13.0728738907581,54.2574461849167,2.3012774309073,1.9288199502630796,2.7107145971624456
Oman,1.5542196076326955,55.3716024616708,9.90098442231801,95.25170135,99,2.5649493574615367,3.49047446,2.128231705849268,80.031,2.525,5.632810471518446,79.5702973228932,3.80182805139298,38.6735887164327,6.52704988451128,3.8470738978055805,3.2502014516808786
Pakistan,4.840114006546333,20.718694602313,7.27931883541462,48.72829819,86,5.043425116919247,2.51988316,3.906004933102583,67.649,3.605,4.730564690724546,38.8191861872791,55.8687963776163,70.1673862519405,1.54880458608849,4.066879458210957,0.7466410623727431
Panama,1.5799604133859873,27.1581132184034,9.788637710857186,68.54851592,71,3.6109179126442243,8.33022976,2.4765384001174837,79.594,2.119,7.8713619157412875,65.8601271176084,36.0676492120657,52.2832629253976,1.30902688797168,2.7160880201891353,1.4751900806056613
Peru,2.687593636376748,34.2028763083755,8.867850063029406,79.48484477,84,3.9318256327243257,5.63786411,2.424802725718295,77.74,1.98,6.619749616473234,84.7810255849745,48.6156423897245,50.0391504388028,1.09975320783678,3.437010167661693,1.0759069680205142
Philippines,3.066001717007288,28.1976225091314,8.371010681238156,77.86699677,89,4.430816798843313,5.10122538,3.091042453358316,69.833,1.916,5.721942334139518,55.1242716168851,34.2583905496603,51.2166581870048,0.810000998681961,3.100331016027807,0.7954386226747441
Palau,1.745553761411315,10.0883769073276,9.598998361767967,82.91629791,97,4.48863636973214,10.85468197,2.9444389791664403,69.269,1.907,7.210720208298434,79.1531991438847,19.4115163087813,41.6233921866262,-0.180352864081089,1.5975879192082802,4.412471739278076
Papua New Guinea,4.118204981876934,36.2878524484944,7.937374696163295,18.56130028,35,5.241747015059643,2.87081432,3.4719664525503626,66.134,3.099,4.458247187497357,15.0581017891206,71.4787048247142,59.1154128064381,1.81103162496893,2.647007898403851,0.025905480753360296
Poland,1.662940496432882,29.3903798055442,9.897972371848018,86.414744,95,0.6931471805599453,7.13848782,1.308332819650179,78.2585365853659,1.2,10.527846140417545,59.8859561370214,16.56065768225,53.040171083641,-0.365658526875775,2.804727614888041,2.267742685520731
Puerto Rico (US),0.8400069882612733,47.3948264740161,10.13816433966401,94.62625074,94,2.3978952727983707,10.17470455,1.1631508098056809,81.69,0.92,6.141524300176594,94.1774359275881,10.3745362640621,56.8593409036051,-0.509158872556824,2.059191668856794,1.6577095984449604
Portugal,1.4619202078988853,18.7118937244236,10.178843975297273,85.79012676,99,2.70805020110221,10.02761173,0.9932517730102834,82.3292682926829,1.45,10.272537755222128,61.2048652633664,10.2186690811122,58.7431554582857,1.36912985956796,2.1708240897321303,1.6481348267253373
Paraguay,3.4212664244644118,32.86913447472,8.732304571033183,78.09481878,71,4.060443010546419,8.35731316,2.70805020110221,73.844,2.422,6.466420573729934,69.3466081733694,36.2303155998669,54.2026658651783,1.23021616038983,2.7296808113429822,1.7890704477461583
West Bank and Gaza,2.2082304805451627,16.6728378168081,8.400659375160286,86.63765334,88,2.772588722239781,10.73343945,2.8213788864092133,65.17,3.311,6.0744056604581775,86.8576870415886,24.0494455233662,72.928715183441,2.39326476511584,3.1087974855689726,1.5449276271396155
Qatar,0.5410906867150931,60.3680507871752,11.282631409627177,98.15229797,95,1.3862943611198906,2.52358818,1.589235205116581,82.368,1.729,6.108231014218168,99.2835325193835,0.443272761169379,20.0951254427778,-0.0489708509014485,4.679893275962335,4.073833936857409
Romania,1.8232304021071994,27.0872143657574,9.71655538318449,89.20335498,79,2.4849066497880004,5.70901489,1.7227665977411035,76.4048780487805,1.54,10.197447428749776,52.1645747011867,13.3227318239018,55.3509300976065,0.0659152146414443,2.7730717184932465,1.670304532096014
Russian Federation,1.7376401146751101,30.7976211679525,9.574983485564092,92.24496346,97,2.1972245773362196,7.04438496,1.4350845252893227,73.2546341463415,1.41,10.069154391534564,74.9805047873279,5.19803885060721,51.7902694468508,-0.285217600763343,2.448083314617304,2.8605556087688147
Rwanda,4.810125337298779,21.4768679680262,6.937314081223682,28.80579948,94,5.43372200355424,5.12708998,3.40452517175483,67.785,3.698,4.860852479458521,28.8555310645477,40.1715872855134,71.0958025684348,2.1984982050137,3.5836973883140812,-0.5139097462651494
Saudi Arabia,1.5677029225272465,47.6052986491653,10.500399125215248,100,97,1.9459101490553132,5.68722248,1.5686159179138452,78.732,2.28,6.053368701791985,84.2962388315415,1.57374630001703,36.8306261402051,4.63821572656175,4.29752993735678,3.1895177885742925
Sudan,5.502333687409143,28.3364187359122,6.492239835020471,28.43190002,51,5.545177444479562,2.85165739,3.784189633918261,66.331,4.323,0.7599503750388903,34.7960076976764,84.0442207117152,78.129580689837,1.32652175747925,3.6273334413098723,1.0169798018934468
Senegal,4.172679141053899,22.888647826957,7.3901814282264295,59.18740082,92,5.4680601411351315,4.32314825,3.4011973816621555,68.683,3.818,3.832759615623045,54.6992276190794,63.5514222455658,73.0702280774448,2.38738348832592,3.729262110696212,0.5417444001697885
Singapore,0.16997042189163267,22.1388465584107,11.149513593093063,94.28518987,98,1.791759469228055,4.49163246,0.7419373447293773,83.0975609756098,0.97,12.339940918477796,100,9.06840038273305,33.1253772353762,4.85831607781442,2.7175205505210602,2.5041691556293797
Solomon Islands,5.525001150043256,21.4812055187331,7.590852123688581,28.67239952,84,4.812184355372417,5.36366177,2.8273136219290276,70.528,3.557,4.366272027725274,30.0088821088389,68.9487909474215,69.461496422262,2.39583243369756,2.278947890258346,-0.28952333837797933
Sierra Leone,5.390048259733719,26.0790881010936,6.76849321164863,23.71360016,91,5.869296913133774,4.71883011,4.030694535145645,61.786,3.791,2.591978126830914,44.809324991151,86.4983984141748,71.6396127509545,2.19524258771884,3.1117920707754405,-0.08199133511082893
El Salvador,2.1551887282385205,23.7996355178527,8.503094267036737,62.61989975,96,3.6635616461296463,9.28738594,2.2192034840549946,72.099,1.775,5.202829030307308,74.6080675149903,31.5097717413482,49.7246065816785,0.465531145369394,3.387309645215209,0.8237692195495779
San Marino,0.12285903319616877,35.7653554128177,10.895071268445715,97.33640289,91,2.0794415416798357,6.60829115,0.26236426446749106,85.706,1.149,10.38403054452775,97.1317310361655,14.9459877422762,52.3897389738974,0.310582221115543,2.5444384199372623,1.858974723465345
"Somalia, Fed. Rep.",5.040036941011078,26.8809778070534,6.396929655216146,26.12010002,69,6.333279628139691,3.74413586,4.209160236650682,58.816,6.132,2.310256878461246,54.0714435506882,46.0895176612681,97.0182430549318,3.07939219638342,2.919944508725632,0.6234328615914357
Serbia,1.9459018374452295,23.7759430141513,9.28266103355581,85.35746686,93,2.3978952727983707,8.03133774,1.5040773967762742,76.1414634146341,1.62,9.445242219524776,62.1434649229738,24.0494455233662,57.94954577942,-0.621120944154492,2.962048876799996,1.9379056027284336
Sao Tome and Principe,3.6675859086959774,2.72715391447786,7.940939762327791,58.70130157,87,4.31748811353631,5.77292156,2.2512917986064953,69.718,3.644,3.663120743341567,68.6043921103568,35.1354019282024,72.8534635081309,1.99754660166419,2.715987518818705,0.04749175096722403
Suriname,2.6761245113786876,39.6663071788203,8.558335134747413,87.4,72,4.430816798843313,5.40666008,2.7212954278522306,73.631,2.249,7.235740834610853,65.7562408447266,18.853572870583,50.5295811461931,0.914027369002208,2.75175846486826,1.7410378384738945
Slovak Republic,1.457978578456755,29.2081158245654,10.030560635099604,87.2131343,96,1.3862943611198906,7.35262203,1.6486586255873816,78.119512195122,1.49,10.594432093097076,53.190805019646,12.4017512016968,51.4188207516504,-0.0923148510113108,2.6186116909863117,2.00520393237069
Slovenia,1.2377278151227273,29.5848784281182,10.34238743673053,90.37794678,89,1.0986122886681098,9.30008888,0.6418538861723947,81.9292682926829,1.51,11.066303001669114,55.5378927789875,10.9647991555924,56.8926761847261,0.396216782960902,2.5301239737596752,2.062403003029099
Sweden,1.1323790474981643,22.5872661861018,11.01105958257571,95.70327461,94,1.3862943611198906,11.152915,0.6931471805599453,83.309756097561,1.45,10.87797825545277,88.631216160938,7.03710979747757,60.7360556550349,0.472717863265105,1.660013394618164,1.5848055165141453
Eswatini,2.5750745213177675,34.5064388032849,8.229511118964457,61.33330154,85,4.770684624465665,7.49763966,3.7999735016195233,64.123,2.753,4.9400690099097275,25.8081878500755,28.7408919322272,60.8127499411903,0.946270731993531,2.8181513280118184,0.8647401717493998
Seychelles,1.5857660359268198,13.295595742584,9.701371368413994,86.001297,97,3.7376696182833684,4.48238087,2.5726122302071057,75.419512195122,2.18,10.87062062426979,45.0971081321658,15.5717369644636,39.8025048731806,-0.0876274304874622,2.225700340021647,2.0551621255034562
Chad,5.932258781503214,30.7971003752402,6.813444599510896,12.03590012,67,6.617402977974478,4.99707747,4.060443010546419,55.069,6.12,0.21696144994214736,26.3305395171046,90.1074267881898,95.3580792822124,4.57399213394625,3.7602583917106793,1.6123115587266401
Togo,4.557721216226175,20.6747193049682,7.081708586105575,37.57020187,90,5.855071922202427,6.10829544,3.580737295494233,62.74,4.192401,4.639373659326516,43.2496853032436,75.7108704513656,80.9338235472068,1.90565010531245,3.5361557448577408,0.24862282780629286
Thailand,2.9249188088039215,32.9143397918669,8.883224230278994,89.53525238,92,3.5263605246161616,4.53787661,2.066862759472976,76.412,1.212,8.007211882569697,60.9341926574707,49.7201215492207,42.4662473757894,-0.0458651887192549,3.156450240110227,1.7452477318193018
Tajikistan,4.781094237360032,33.6387708593471,7.24422751560335,54.41550064,96,2.6390573296152584,7.43789911,3.1780538303479458,71.79,3.072,4.818467445398102,26.1890127571429,28.5289289452113,67.1019442904471,2.01812009749216,3.5069239167230815,0.7352796984127368
Turkmenistan,3.430635909595902,38.0998941918906,8.482601746646619,76.19760132,98,1.6094379124341003,5.49789095,3.4436180975461075,70.073,2.69,4.932854030617328,47.0678875054171,28.552110037468,56.11056820952,1.83970100027524,3.4419413842793354,2.857861286760042
Timor-Leste,4.144853705563539,23.8680415769611,7.549609165154532,32.07040024,83,5.2574953720277815,9.59779453,3.5751506887855933,67.689,2.707,5.482958006734753,28.595471832952,58.8010507517096,65.4641122246022,1.08884743970717,2.4838594232000246,0.30449027435868364
Tonga,4.354184710815,14.8652489605305,8.684401110400144,64.13140106,99,4.204692619390966,7.36037779,2.0794415416798357,72.895,3.129,6.77942898549999,21.147944541337,34.0405849000298,73.0878702631144,-0.424539964766316,1.545253991738354,0.9995633451318113
Trinidad and Tobago,0.914251118238947,34.5053817954523,9.897469480210566,81.9681015,96,3.9889840465642745,7.52568626,2.8622008809294686,73.49,1.532,6.0603282216754915,53.9536842104572,21.1489353259776,42.614599248085,0.124756950526578,2.6230052813084606,3.2037760325723172
Tunisia,3.0779342568535233,24.0937583898893,8.25582842728183,77.33686322,97,3.58351893845611,7.98537874,2.3513752571634776,76.508,1.832,6.707267811625161,70.0266686486584,18.1042841059229,50.6050838772721,0.666925034776371,2.937827317700585,1.2736340353486513
Turkiye,2.5278144666799163,28.1932800305474,9.39099387166944,85.96074155,99,2.70805020110221,4.27524424,2.2823823856765264,77.156,1.51,9.198468792689338,89.0218446796121,23.9397520247123,46.7152423180544,0.406389351118662,3.273521577416734,1.888685547392745
Tanzania,4.86694435738309,28.0339433523146,7.106606137727303,28.43190002,83,5.62040086571715,3.05201221,3.391147045808654,66.995,4.606,3.9624061262322448,35.4748019434954,84.0442207117152,84.3899011707131,2.90250073555304,3.0041943141075986,0.40103798206597163
Uganda,4.908113149645982,25.7532114394482,6.877296071497429,9.286999702,91,5.135798437050262,4.23600149,3.5890591188317256,68.252,4.283,3.944047044707004,30.6059359395495,74.8270512389391,85.4896724288882,2.80083228962433,3.440893118861023,0.1512709710691187
Ukraine,2.7480803231644866,19.0867598647608,8.513185170018698,81.58059692,83,2.70805020110221,5.00757647,2.0541237336955462,73.422,0.977,9.199103224848924,69.4754455027606,43.5648041038313,48.927142092575,-8.42300777431605,2.6983164215322084,1.6758158494387256
Uruguay,2.4523735687874657,16.8783176860769,9.906981441790384,90.92590332,95,2.70805020110221,9.01887608,1.8082887711792655,78.138,1.409,8.378666878445213,95.5439605712891,24.6242542732107,52.6676318563048,-0.0835522251458198,2.3846075985165247,2.5392419732399425
United States,0.9639277270917577,23.6155835404278,11.2891567182621,93.52559662,94,2.833213344056216,16.69414902,1.7047480922384253,78.3853658536585,1.6165,12.137372312924446,80.071561119178,3.75894143719088,53.9087998260781,0.822589035790284,1.9413346847873931,2.8618229155075596
Uzbekistan,4.434208835598161,31.1420713958264,7.965545573129992,89.01361047,99,3.258096538021482,6.74312878,2.5726122302071057,72.388,3.5,6.71401730677317,50.9964841114568,33.7413811548802,57.6444238962333,2.02114614047908,3.4895553160019266,1.7797759513672726
St. Vincent and the Grenadines,2.049544536343424,14.7472919199735,9.231122911158712,75.53679657,94,4.02535169073515,4.43696308,2.3702437414678603,71.23,1.775,5.122655189184119,47.7169922340041,22.2095930893385,49.7221975943494,-0.711025816110263,2.3611377314152735,0.5785247637439537
"Venezuela, RB",2.5825231141622877,29.7722060416097,8.019612794400267,76.33190155,54,5.424950017481403,3.77611423,3.054001181677967,72.514,2.079,5.4092152174570325,89.249627620225,36.9972192900539,55.0083324049546,0.310851368612458,2.9548222364265992,1.7649395920126532
Viet Nam,3.445479160076157,37.5932883534337,8.32845106681936,78.08,65,3.871201010907891,4.56109476,2.517696472610991,74.588,1.913,8.567184101976036,38.1298904418945,52.3405074390883,47.5514131558407,0.671429250652247,3.2102203908394156,1.6882825074795904
Vanuatu,5.053940888928471,9.58720198979664,8.345217926676428,32.07040024,72,4.605170185988092,4.1186676,2.6878474937846906,71.477,3.596,7.399648658615845,22.2651966823901,57.9761151896762,74.9220682087426,2.32481600892244,1.9450445162015342,0.6643059533201747
Samoa,3.139121719597955,10.0793155346634,8.476371196895983,58.70130157,83,4.61512051684126,6.78103304,2.533696813957432,71.698,3.829,6.427251927931595,17.5012799804602,42.0022616181513,79.9646155890757,0.649190563116911,1.5215896439700476,0.8521382965770284
South Africa,1.5922220709117432,24.5639655120651,8.778017809698136,78.33670044,79,4.770684624465665,8.90966797,3.190476350346503,66.139,2.216,9.60150313669571,63.5823705163545,10.9086745806021,48.3679344695214,1.32810094082844,3.322324110378827,2.1732699030598948
Zambia,1.493358745443783,35.107778069402,7.146772179452637,16.45070076,90,4.442651256490317,5.97841072,3.5553480614894135,66.349,4.101,4.006615203359221,45.0285853521585,70.7345316379205,78.1069920863262,2.79406758723844,3.0078114709831802,0.5928368167962768
Zimbabwe,3.3904084416396945,33.2555519083931,7.843848638152472,38.67480087,90,5.8805329864007,2.92601609,4.130354999745133,62.775,3.724,4.492525320538277,39.2919370795795,68.4333523425461,81.6253517563755,1.67709591394986,2.709746993072902,0.6116889976467124
